name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Victory Brewing Co. Festbier	/m/04dqcq3			5.5					Victory Brewing Company		United States of America	/m/04dr3kj
Rother Brau Oko Ur Weizen	/m/04dqjxr			5.3					Rother Brau		Germany	/m/04dqzqc
Prignon La Dalmatienne	/m/04dq99k			8.0					Prignon		Belgium	/m/04dr5kb
Wolf Broadway Jubilee Porter	/m/04dqf2z			4.8					Wolf		United Kingdom	/m/04dr0r_
Old Kent Long Hop	/m/04dqpkx			5.0					Old Kent		United Kingdom	/m/04dr2bm
Sailerbräu Franz Josef Urig-Schwarz	/m/04dqm_c			4.9					Sailerbräu		Germany	/m/04dqyxr
Schlappeseppel	/m/04dqrbs			5.2					Schlappeseppel		Germany	/m/04dqyww
Humpty Dumpty Lemon And Ginger Ale	/m/04dqdsx			4.0					Humpty Dumpty		United Kingdom	/m/04dr6fl
Bridgeport Brewery ESB Ale	/m/04dqd_g			5.8					BridgePort Brewing Company		United States of America	/m/04dqxmc
Weltons Pride and Joy	/m/04d2v62											
Pivovar Novo Paka Kumburak	/m/04dqr9p			5.0					Pivovar Novo Paka		Czech Republic	/m/04dr1wr
Yuengling and Son Original Amber Beer	/m/04dqpc_			6.0					Yuengling and Son		United States of America	/m/04dqxs7
Carlton & United Breweries Foster's Lager	/m/04dqvpr			5.0					Carlton & United Beverages		Australia	/m/04dr6h6
Wychwood Bah Humbug!	/m/04dqr84			6.0					Wychwood Brewery		United Kingdom	/m/04dr64z
Pancevacka Pivara Weifert	/m/04dqnld			5.0					Pancevacka Pivara		Serbia	/m/04dr2t7
Le Baladin Nora 'Birra Biologica'	/m/04dqj2d			6.8					Le Baladin		Italy	/m/04dqymr
Bender Brauerei Arnstein Herzog von Franken	/m/04dqx72			4.9					Bender Brauerei Arnstein		Germany	/m/04dqzdw
Kaiserdom Privatbrauerei Pilsener	/m/04dqfsm			4.8					Kaiserdom Privatbrauerei		Germany	/m/04dqzn3
Du Bocq La Gauloise Brune	/m/04dqsxn			8.5					Brasserie Du Bocq		Belgium	/m/04dr2w_
Bathams Best Bitter	/m/04dq9bn			4.3					Daniel Batham and Son Ltd		United Kingdom	/m/04dr3dj
Brasserie du Bouffay Bière de Mars	/m/04dqb53			6.0					Brasserie du Bouffay		France	/m/04dr2w3
Fuller's Golden Pride Strong Ale	/m/04dqc7x			8.5					Fuller, Smith and Turner		United Kingdom	/m/04dr6sv
Alaskan Winter Ale	/m/04dqst4			6.4					Alaskan Brewing Company		United States of America	/m/04dr4x1
Lindemans Gueuze Foudroyante	/m/04dqmjz			4.5					Lindemans Brewery		Belgium	/m/04dqzkc
Brakspear Bitter	/m/04dqkqb			3.4					Brakspear		United Kingdom	/m/04dqzxc
Budweiser	/m/02hv39k	Classic American Pilsner							Anheuser-Busch			
Wem Brewing Company Shropshire Premium Bitter	/m/0dlfhng								Wem Brewing Company			
Kelburn Cart Blanche	/m/0dl78t2											
Darwin Brewery Evolution Ale	/m/0dl8hqv			4.0					Darwin Brewery			
Stone IPA	/m/02hv3bb	American IPA							Stone Brewing Company			
Tiger Beer	/m/0bggfkw								Asia Pacific Breweries			
Steinlager	/m/06nzyl	Lager	1957	5.0								
Gastown Amber Ale	/m/05khjx_	Amber ale		5.5					Granville Island Brewing			
Wychwood Circle Master	/m/04dqjsp			4.7					Wychwood Brewery		United Kingdom	/m/04dqxd3
Anheuser-Busch O'Doul's Amber NA	/m/04dqjvn			0.5					Anheuser-Busch		United States of America	/m/04dr5qz
Gutmann Hefeweizen	/m/04dqjr4			5.2					Gutmann		United Kingdom	/m/04dr2ww
InBev Stella Artois	/m/04dqhkb			5.2					InBev		Belgium	/m/04dqyg3
Orkney Dragonhead Stout	/m/04dqlc3			4.0					Orkney		United Kingdom	/m/04dr3g8
Miller Milwaukee's Best	/m/04dqhbh			4.5					Miller Brewing		United States of America	/m/04dq_4_
La Choulette La Tour d'Ostrevant	/m/04dqlgm			8.5					La Choulette		France	/m/04dr55q
Pope Rolling Rock	/m/04dqph8			4.6					Pope		United States of America	/m/04dr38s
Oettinger Winterbier	/m/04dqgz0			5.6					Oettinger		Germany	/m/04dqz0h
Robert Cain Finest Bitter	/m/04dqqbd			4.0					Robert Cain		United Kingdom	/m/04dr2y_
Thurn & Taxis Postmeister Doppel Bock	/m/04dqfkm			8.6					Thurn & Taxis		Germany	/m/04dr0l_
Asahi Super Dry	/m/04dqfg3			5.0					Asahi Breweries		Japan	/m/04dr1h3
Cropton Yorkshire Bitter (Marks and Spencer)	/m/04dqdkx			4.6					Cropton Brewery		United Kingdom	/m/04dqzw3
Unibroue Don de Chien	/m/04dqr4n			9.0					Unibroue		Canada	/m/04dr72z
Steam Whistle Pilsner	/m/04dqdc_			5.0					Steam Whistle Brewing		Canada	/m/04dqzdm
Guinness Kilkenny Draught Irish Cream Ale	/m/04dqr_3			4.3					Guinness		Republic of Ireland	/m/04dqzrm
Hampshire Brewery Victory's Home	/m/04dqbzy			4.2					Hampshire Brewery		United Kingdom	/m/04dqyhr
Strubbe Hoevebier	/m/04dqb1m			6.5					Strubbe		Belgium	/m/04dqxgc
Firebrand Great British Beer	/m/04dqsl4			5.0					Firebrand		United Kingdom	/m/04dr0th
Jennings Cross Buttock Ale	/m/04dq9wy			4.5					Jennings		United Kingdom	/m/04dr22h
Arundel Old Knucker	/m/04dqsmp			5.5					Arundel		United Kingdom	/m/04dr313
Tolly Cobbold Daffodil	/m/04dqspn			4.8					Tolly Cobbold		United Kingdom	/m/04dr18c
Achel 8 Blonde	/m/04dqtny			8.0					Brouwerij de Achelse Kluis		Belgium	/m/04dr1q7
Troch Chapeau Fraises Lambic	/m/04dqvnn			3.5					Troch		Belgium	/m/04dqxvc
Sailerbräu Altenmünster Brauer Bier	/m/04dqx3l			5.2					Sailerbräu		Germany	/m/04dr12r
Saint Arnold Elissa IPA	/m/04dqw8_			6.6					Saint Arnold Brewing Company		United States of America	/m/04dq_vr
Lindemans Faro Lambic	/m/04dqwz3			4.5					Lindemans Brewery		Belgium	/m/04dr57z
SCB Extra Stout	/m/03m2nn_											
Lech Pils	/m/04gdkh0			5.5					Kompania Piwowarska		Poland,Poznań	/m/04gdkk3,/m/04gdkk9
Berliner Kindl Original Weisse Schankbier	/m/04d2v5j											
KEO	/m/08sj9d	Pilsener	1951	4.5								
Robust Porter	/m/0gfs8kf								Bridge Road Brewers			
Uncle John’s Fruit House Winery Fruit House Apple	/m/0g4nft3	Apple wine										
Chevalier ﾓHefe Weizenﾔ	/m/0gfs8kt								Bridge Road Brewers			
Triple fff Alton's Pride	/m/0djzbj0								Triple fff Brewery			
Everards Sunchaser Blonde	/m/0dl8hs6			4.0					Everards			
Dark Star Spring Equinox	/m/0dl8hkx			4.0					Dark Star			
Otley Dark-O 	/m/0djz9_9	Mild ale							Otley Brewing Company Limited			
First Lightning	/m/0cttpnj			4.6					Atomic Brewery			
Abita Amber Ale	/m/02hv37_	American Amber Ale							Abita Brewing Company			
Coors Light	/m/09ry4fb		1978						Coors Brewing Company			
Number One	/m/0bggh4r								Grande Brasserie de Nouvelle Caledonie S.A. (GBNC)			
33 Export	/m/0bgcfph										Cameroon	
Dark Star Double Chocolate Stout	/m/0dl8hhy			4.5					Dark Star			
AEppelTreow Red Poll Cran-Apple Draft Cider	/m/0g4nfp3	Fruit Cider										
Bass Ale	/m/02hv389	English Pale Ale							Bass			
Anchor Steam	/m/02h8gbz	California Common Beer	1896	4.9					Anchor Brewing Company		San Francisco	
Wandering Aengus Pommeau	/m/0g4nft9	Apple wine										
Borsodi Barna	/m/04dqx2q			5.0					Borsod Brewery		Hungary	/m/04dq_9m
Durham Brewery Benedictus	/m/04dqlfr			8.4					Durham Brewery		United Kingdom	/m/04dqxhc
Fuller's Vintage Ale 1998	/m/04dqh8j			8.5					Fuller, Smith and Turner		United Kingdom	/m/04dr107
Robert Cain Devilishly Wicked Chocolate Ale	/m/04dqb0r			5.0					Robert Cain		United Kingdom	/m/04dr5dz
Wickwar Station Porter	/m/04dqp4_			6.1					Wickwar		United Kingdom	/m/04dr1f7
Warsteiner Premium Verum	/m/04dqphy			4.8					Warsteiner Beer and Brewery		Germany	/m/04dqyyc
Berliner Kindl Märkischer Landmann Schwarzbier	/m/04dqknc			4.9					Berliner Kindl		Germany	/m/04dr6qg
Swale Kentish Gold	/m/04dqpy1			5.0					Swale		United Kingdom	/m/04dqymm
Boltens Ur-Alt	/m/04dqq2j			4.8					Boltens		Germany	/m/04dqxr7
Otaru Beer Pilsener	/m/04dqn00			4.9					Otaru Beer		Japan	/m/04dr6n6
Old Chimneys Golden Jubilee	/m/04dqx15			6.8					Old Chimneys		United Kingdom	/m/04dr0s_
Van Honsebrouck Betty's Blond	/m/04dqq8f			5.5					Van Honsebrouck		Belgium	/m/04dr0_c
Sierra Nevada Pale Ale	/m/04dqqp_			5.6					Sierra Nevada Brewing Company		United States of America	/m/04dr0t3
Orval	/m/04dqfjr			6.2					Orval Brewery		Belgium	/m/04dr61l
Harviestoun January's Ale	/m/04dqr27			4.3					Harviestoun Brewery		United Kingdom	/m/04dqxdm
Dublin Brewing 1798 Revolution Ale	/m/04dqcrn			4.7					Dublin Brewing		Republic of Ireland	/m/04dr33m
Schlossbrauerei Eggenberg Hopfenkönig	/m/04dqcn4			5.1					Eggenberg Brewery		United Kingdom	/m/04dr08r
Kitchen Carrot Cruncher	/m/04dqmx3			4.4					Kitchen		United Kingdom	/m/04dr3mn
Aviemore Red Murdoch	/m/04dqr3s			5.8					Aviemore		United Kingdom	/m/04dr233
Titanic White Star	/m/04dqrj0			4.8					Titanic Brewery		United Kingdom	/m/04dr686
Meantime Sainsbury's Taste the Difference Munich Style Oktoberfest Bier	/m/04dqhjg			5.4					Meantime Brewing		United Kingdom	/m/04dr582
Louwaege (Alken-Maes) Thouroutenaere	/m/04dqb6n			8.5					Louwaege (Alken-Maes)		Belgium	/m/04dqyx3
Meantime Golden Beer	/m/04dqrtf			5.4					Meantime Brewing		United Kingdom	/m/04dr14r
Ash Vine Millennium Ale	/m/04dqrwd			4.5					Ash Vine		United Kingdom	/m/04dr5qv
Bushy's Steam Packet Deep Draught Bitter	/m/04dqh12			4.4					Bushy's		United Kingdom	/m/04dqyjm
Leinenkugels Berry Weiss	/m/04dq93n			4.7					Leinenkugels		United States of America	/m/04dr5pg
King & Barnes Challenger Ale	/m/04dqvl7			4.7					King & Barnes		United Kingdom	/m/04dr1r7
Theakston Black Bull Bitter	/m/04dqvms			3.9					Theakston Brewery		United Kingdom	/m/04dqz9w
Appenzeller Vollmond	/m/04dqx8m			5.2					Appenzeller		Switzerland	/m/04dr1qc
Castle Brewing (Kenya) Ranger	/m/04dqwfc			5.5					Castle Brewing (Kenya)		Kenya	/m/04dr0qw
Punk IPA	/m/0b68kkq	Pale ale		6.0	1052.0		65.0		BrewDog			/m/0b68l2r,/m/0b68l2d,/m/0b68l34,/m/0b68l2z
Black Metal	/m/0ghsv2g	Imperial stout		10.4	1.108	1.03	60.0		Jester King			/m/0ghsv46
Remus	/m/0fpf0dz								Browar Amber			
Otley OBB 	/m/0djz9_3	Special/Best/Premium Bitter							Otley Brewing Company Limited			
Harvest Ale	/m/0cttpqb			3.9					Buntingford Brewery			
Abbey Ales Twelfth Night	/m/0djv0xd	Bitter							Abbey Ales Brewery			
Hydes Vertigo 	/m/0dlfhsn	Amber ale		4.2					Hydes			
Dark Star Over the Moon	/m/0dl8hkf			3.8					Dark Star			
Aoke	/m/0bgghxl								Hainan Euro-Asia Brewery Company Limited (HEAB)			
Sharp's Atlantic IPA	/m/04dqlvw			4.8					Sharp's		United Kingdom	
Grimbergen Blond Abdijbier	/m/04dqtq0			7.0					Grimbergen		Belgium	/m/04dqzs_
Dubuisson Bush Beer 7%	/m/04dqv02			7.0					Brasserie Dubuisson Frères		Belgium	/m/04dr3xn
Springhead Brewery Roaring Meg BCA	/m/04dqd94			5.7					Springhead Brewery		United Kingdom	/m/04dr5_g
Titanic Captain Smith's Strong Ale	/m/04dqdb7			5.2					Titanic Brewery		United Kingdom	/m/04dr1p7
Cerveza Colonos Del Llanquihue Lager Premium Artesanal	/m/04dqdcs			4.8					Cerveza Colonos Del Llanquihue		Chile	/m/04dr3c0
Felstar Haunted Hen	/m/04dqfch			6.0					Felstar Brewery		United Kingdom	/m/04dr1vr
Phoenix Blue Marlin	/m/04dqg46			6.0					Phoenix		United Kingdom	/m/04dqzwm
Bragdy Ceredigion Yr Hen Darw Du Extra Stout	/m/04dqv7j			6.2					Bragdy Ceredigion		United Kingdom	/m/04dr37x
Brauerei Gebr. Roehrl Straubinger Blauweiss	/m/04dqw77			5.3					Brauerei Gebr. Roehrl		Germany	/m/04dr69g
Zötler Privat-Braurei Hefe-weizen	/m/04dqn5y			5.3					Zötler Privat-Braurei		Germany	/m/04dr4h4
Le Baladin Super Baladin	/m/04dqw2w			8.0					Le Baladin		Italy	/m/04dr6nb
Cerveceria Modelo Corona Light	/m/04dqg5r			3.7					Cerveceria Modelo		Mexico	/m/04dr4kx
Nethergate Old Growler Porter	/m/04dqp5n			5.5					Nethergate brewery		United Kingdom	/m/04dq_rh
Shepherd Neame Harry Halfyard	/m/04dqgyc			4.5					Shepherd Neame		United Kingdom	/m/04dr3v4
De Block Satan Gold	/m/04dqqm4			8.0					De Block		Belgium	/m/04dq__m
Carlsberg Elephant Beer	/m/04dqqnp			7.2					Carlsberg		Denmark	/m/04dqyrr
Jämtlands Bryggeri Oatmeal Porter	/m/04dqnpp	Porter		4.8					Jämtlands Bryggeri		Sweden	/m/04dr65b
Felstar Brewery Shalford	/m/04dqhv2			4.0					Felstar Brewery		United Kingdom	/m/04dr4nn
Young's St. Georges	/m/04dqqqn			5.0					Young's Brewery		United Kingdom	/m/04dq_bm
Joseph Holt Maple Moon	/m/04dqj82			4.8					/m/04dr8v3		United Kingdom	/m/04dr3m8
Scheldebrouwerij Oesterstout	/m/04dqjbq			8.5					Scheldebrouwerij		Netherlands	/m/04dr3fx
Urquell Eisbrau Czech	/m/04dqw8s			4.9					Urquell		Czech Republic	/m/04dqzc3
Liefmans Oud Bruin	/m/04dqwsj			5.0					Liefmans		Belgium	/m/04dr3h8
Dreher Classic	/m/04dq9n8			5.5					Dreher		Hungary	/m/04dr6v6
Harvey's Bonfire Boy	/m/04dqbd_			5.8					Harveys Brewery		United Kingdom	/m/04dq_c3
Neumarkter Lammsbräu Dunkel	/m/04dqs50			4.8					Neumarkter Lammsbräu		Germany	/m/04dr173
Brok	/m/04dql3g			5.0					Brok		Poland	/m/04dr4hx
Kellerbrauerei Ried Naturtrüb	/m/04dqblx			5.3					Kellerbrauerei Ried		Austria	/m/04dr5sv
Morland Old Speckled Hen	/m/04dqwvh			5.2					Morland Brewery		United Kingdom	/m/04dqyb3,/m/04dr6rb
Kaluga Zolotaya Botchka	/m/04dqsw_			5.0					Kaluga		Russia	/m/04dr1k7
Wicked Hathern Barking Mad Bitter	/m/04dqcbj			5.0					Wicked Hathern		United Kingdom	/m/04dr00_
Moortgat Bel Pils	/m/04dql9c			5.3					Moortgat		Belgium	/m/04dr2br
Schweiger Helles Export	/m/04dqnzn			5.1					Schweiger		Germany	/m/04dr4ns
Lao Brewery Company Limited Beerlao	/m/04dqp0v			5.0					Lao Brewery Company		Laos	/m/04dr2f7
Museum Brewing Imperial Stout P2	/m/04dqp56			8.0					Museum Brewing		United Kingdom	/m/04dr1qw
Kaiser Gold	/m/04dqddw			5.4					Kaiser		Brazil	/m/04dq_mc
Badger Brewery First Gold	/m/04dqh2d			4.0					Badger Brewery		United Kingdom	/m/04dqzbr
Hof Hefe Weissbier (Sainsbury's)	/m/04dqf41			4.9					Hof		Germany	/m/04dqymc
Ruddles County	/m/04dqgd9			4.9					Ruddles Brewery		United Kingdom	/m/04dr4g8
La Nouvelle France La Messagère	/m/04dqw9w			4.7					La Nouvelle France		Canada	/m/04dr66l
Wychwood Sainsbury's Kiwi Organic Ale	/m/04dqqrr			5.0					Wychwood Brewery		United Kingdom	/m/04dr5cg
Northern Greece Breweries Mythos Beer	/m/04dqv72			5.0					Northern Greece Breweries		Greece	/m/04dr438
Sharp's Cornish Coaster	/m/04dql4k			3.6					Sharp's		United Kingdom	/m/04dr2nw
Straub	/m/04dqp6r			3.4					Straub Brewery		United States of America	/m/04dqzch
Duyck Sebourg	/m/04dqrkb			6.0					Duyck		France	/m/04dr5jq
Propeller Extra Special Bitter	/m/04dql_0			5.0					Propeller		Canada	/m/04dr283
Duchy Originals Organic Select Ale	/m/04dqgp1			6.2					Duchy Originals Organic		United Kingdom	/m/04dr6vv
Iceni Thetford Forest Mild	/m/04dqwwl			3.6					Iceni		United Kingdom	/m/04dr69l
RCH Brewery Pitchfork Rebellious Bitter	/m/04dqfdl			4.3					RCH Brewery		United Kingdom	/m/04dr4qy
St Peter's Wheat Beer	/m/04dqqq6			4.7					St Peter's		United Kingdom	/m/04dq_k3
Alaskan Summer Ale	/m/04dqgzg			5.0					Alaskan Brewing Company		United Kingdom	/m/04dr5x2
Heather Ale Company Kelpie	/m/04dqpzc			4.4					Heather Ale Company		United Kingdom	/m/04dqyk3
St Austell Proper Job	/m/04dqm48			4.5					St Austell Brewery		United Kingdom	/m/04dr3g4
Sint-Servattamus Albinootje	/m/04dqcfl			5.6					Sint-Servattamus		Netherlands	/m/04dr29r
Highland Brewing Company Orkney Blast	/m/04dqbpz			6.0					Highland Brewing Company		United Kingdom	/m/04dr6z2
North Coast Brewing Old Stock Ale 2001	/m/04dqg6v			11.4					North Coast Brewing		United States of America	/m/04dqx_r
Redruth Brewery John Davey's	/m/04dqm5t			4.5					Redruth Brewery		United Kingdom	/m/04dr4d4
Cooper's Premium Lager	/m/042zbmf	Lite American Lager							Coopers Brewery			
Harringtons Silver Fern Lager	/m/04dqws2			5.0					Harringtons		New Zealand	/m/04dqzrr
Bergische Löwen Sion Kölsch	/m/04dqml1			4.8					Bergische Löwen		Germany	/m/04dr6yg
Mauritius Zwickauer Bock Dunkel	/m/04dqwbz			7.1					Mauritius		Germany	/m/04dr4zf
Frank Boon Oude Kriek	/m/04dqmpk			5.5					Boon Brewery		Belgium	/m/04dr69v
Maasland Ossebock	/m/04dqcb2			6.5					Maasland		Netherlands	/m/04dqz8c
S.A. Breweries Hansa Pilsener	/m/04dqn1b			4.5					S.A. Breweries		South Africa	/m/04dqxp_
Wychwood England's Ale	/m/04dqdf9			4.5					Wychwood Brewery		United Kingdom	/m/04dqyg7
Musketiers Troubadour Obscura	/m/04dqcwt			8.5					Musketiers		Belgium	
Van Den Bossche Pater Lieven Brown Abbey Ale	/m/04dqdpd			6.5					Van Den Bossche		Belgium	/m/04dqz67
Beck & Co. Beck's Dark	/m/04dqfg_			4.8					Beck's		Germany	/m/04dr6x6
Marston's Double Drop	/m/04dqft8			5.0					Marston's		United Kingdom	/m/04dr4n0
Stroh Brewery Old Milwaukee	/m/04dqgnd			4.6					Stroh Brewery		United States of America	/m/04dr05r,/m/04dr0bw
Bauska Tumsais Alus	/m/04dqhk3			5.5					Bauska		Latvia	/m/04dr3ls
De Parel Johnny	/m/04dqjzy			5.7					De Parel		Netherlands	/m/04dr388
Scottish Courage McEwan's Scotch Ale	/m/04dqlc_			8.0					Scottish Courage		United Kingdom	/m/04dr4jj
Lizard Ales Kernow Gold	/m/04dqlkx			3.7					Lizard Ales		United Kingdom	/m/04dq_w3
Rogue Dead Guy Ale	/m/04dqq92	Maibock		6.5			40.0		Rogue Brewing		United States of America	/m/04dr3fj
Oakleaf Hole Hearted	/m/04dqqb5			4.2					Oakleaf Brewery		United Kingdom	
Leroy Stout	/m/04dqqcq			5.0					Leroy		Belgium	/m/04dqx9_
Rothaus Pils	/m/04dqr__			5.1					Rothaus		Germany	/m/04dr566
Maclay Thistle Wallace IPA	/m/04dqrdz			4.5					Maclay Thistle		United Kingdom	/m/04dqxrc
Warbacher Hefe Weissbier	/m/04dqryl			5.3					Warbacher		Germany	/m/04dr4rf
Loddon Ferryman's Gold	/m/04dqsy9			4.8					Loddon Brewery		United Kingdom	/m/04dr4bj
Old Chimneys Twa Thusend Gear Ealu (Two Thousand Year Ale)	/m/04dqtf1			9.5					Old Chimneys		United Kingdom	/m/04dr5z6
O'Hanlon's Royal Oak	/m/04dqtjk			5.0					O'Hanlon's		United Kingdom	/m/04dr73v
Worthington White Shield	/m/04dqvry			5.6					Worthington		United Kingdom	/m/04dqyv7
Hancock Brewery Old Gambrinus Beer Dark	/m/04dqwd1			9.8					Hancock Brewery		Denmark	
Van Eecke Het Kapittel Abt	/m/04dqwhk			10.0					Van Eecke		Belgium	/m/04dr4cj
Black Isle Organic Porter	/m/04dqwz_	Porter		4.5					Black Isle Brewery		United Kingdom	/m/04dr16_
Nouvelle Brasserie de Brunehaut Brunehaut Makasi	/m/04dqdmf			8.0					Nouvelle Brasserie de Brunehaut		Belgium	/m/04dr4s9
Yuengling Dark Brewed Porter	/m/040_q93			4.7					D. G. Yuengling & Son		United States of America	
Black Sheep Brewery Monty Python's Holy Ail	/m/04dq95v			4.7					Black Sheep Brewery		United Kingdom	/m/04dr519
Brasseries de Maroc Casablanca	/m/04dq9c9			5.0					Brasseries de Maroc		Morocco	/m/04dr2gh
Brasserie de Tahiti Hinano Tahiti	/m/04dq9yg			5.0					Brasserie de Tahiti		Tahiti	/m/04dr6xq
De Gouden Boom Brugs Tripel	/m/04dqb8v			8.0					De Gouden Boom		Belgium	/m/04dqxd7
Broughton Ales Old Jock	/m/04dqbr1			6.7					Broughton Ales		United Kingdom	/m/04dr4b0
Brouwerij 't IJ Bockbier	/m/04dqbvk			6.5					Brouwerij 't IJ		Netherlands	/m/04dr3bs
Eldridge Pope Royal Oak	/m/04dqc4d			5.0					Eldridge Pope		United Kingdom	/m/04dr4vy
Batemans Dark Lord	/m/04dqctv			5.0					Batemans Brewery		United Kingdom	/m/04dr47x
Kimmel Rigas Originalais	/m/04dqcv8			4.6					Kimmel		Latvia	/m/04dqxs3
Paulaner Hefeweizen	/m/02hv3b_	Weizen/Weissbier							Paulaner			
Hop Karma IPA	/m/0djy34k								Terrapin Beer Company			
Castle Rock Black Gold	/m/0dl8hc5	Mild ale		3.5					Castle Rock Brewery			
Castle Rock  Harvest Pale	/m/0dkfsq_	Pale ale		3.8					Castle Rock Brewery			
Czech Beer Jezek Bronze	/m/04dqb0z			4.2					Czech Beer		Czech Republic	/m/04dqy6c
Saxer Jackfrost Dopplebock	/m/04dqn7p			8.0					Saxer		United States of America	/m/04dr0hr
Achouffe Bière de Soleil	/m/04dq9_w			4.5					Brasserie d'Achouffe		Belgium	/m/04dr4p8
Scottish Courage McEwan's 90/-	/m/04dqq16			5.5					Scottish Courage		United Kingdom	/m/04dqxt_
Hampshire Brewery Californian Red	/m/04dqm6g			5.0					Hampshire Brewery		United Kingdom	/m/04dr2tw
Falcon	/m/04dqg01			5.0					Falcon of Sweden		Sweden	/m/04dr4t5
Brasserie Lefèbvre Floreffe Double	/m/04dqqvc			6.3					Brasserie Lefèbvre		Belgium	/m/04dr42j
Fort Worth Pearl Light	/m/04dq9j3			4.5					Fort Worth		United States of America	/m/04dr3k8
Breconshire Brewery Winter Beacon	/m/04dqq8n			5.3					Breconshire Brewery		United Kingdom	/m/04dr1yh
Springhead Liberty	/m/04dqlw2			3.8					Springhead		United Kingdom	/m/04dr3ss
Leyden Brewery Forever Bury	/m/04dqrtn			4.6					Leyden Brewery		United Kingdom	/m/04dqy0_
Bass Worthington Beer	/m/04dqn64			3.8					Bass		United Kingdom	/m/04dr303
Brasserie L'Audomaroise Biere des Ruchettes - Bier Au Miel	/m/04dqlfz			5.9					Brasserie L'Audomaroise		France	/m/04dr32h
Boggart Hole Clough Steaming Boggart	/m/04dqhf5			9.0					Boggart Hole Clough		United Kingdom	/m/04dqzz7
Hasenbrau AG Augsburg Scheyern Kloster Doppelbock	/m/04dqm0k			7.4					Hasenbrau AG Augsburg		Germany	/m/04dqxxh
Van Honsebrouck Bacchus Frambozenbier	/m/04dqq2r			5.0					Van Honsebrouck		United Kingdom	/m/04dr66g
Scottish Courage McEwan's India Pale Ale	/m/04dqmyw			4.5					Scottish Courage		United Kingdom	/m/04dr4rt
Maisel's Weisse	/m/04dqh8r			5.7					Maisel's		Germany	/m/04dr0vc
Robert Cain Threlfalls Blue Label Lager	/m/04dqbqm			2.0					Robert Cain		United Kingdom	/m/04dqxmh
Coors Light	/m/04dqfjz			4.0					Coors Brewing Company		United States of America	/m/04dr0k7
Okanagan Springs Classic Nut Brown Ale	/m/04dqhgq			5.6					Okanagan Spring		Canada	/m/04dr0g7
Spinnakers Brewery Mitchell's Extra Special Bitter	/m/04dqt80			5.2					Spinnakers Brewery		Canada	/m/04dr5lq
Bavik-De Brabandere Petrus Speciale	/m/04dqx2y			5.5					Bavik-De Brabandere		Belgium	/m/04dr6jg
Demarche Ciney Speciale	/m/04dqh76			9.0					Demarche		Belgium	/m/04dr3zs
Westvleteren 12 (Yellow Cap)	/m/04dqw32			11.0					Westvleteren Brewery		Belgium	/m/04dr6cg
Ayinger Ur-Weisse	/m/04dqh2v			5.8					Ayinger		Germany	/m/04dr1vc
Morland Tanner's Jack	/m/04dqwcm			4.4					Morland Brewery		United Kingdom	/m/04dr1nw
Cropton Yorkshire Moors	/m/04dqbm3			4.6					Cropton Brewery		United Kingdom	/m/04dqxbr
St Arnou Kildara	/m/04dqx79			4.4					St Arnou		Australia	/m/04dr2hc
Huyghe Florisgaarden Chocolat Gardenbeer	/m/04dqdhh			3.0					Huyghe Brewery		Belgium	/m/04dr535
Redbridge	/m/04j7w5_											
Bräu im Moos Export Hell	/m/04dqtz_			5.3					Bräu im Moos		Germany	/m/04dr57v
Iceni Raspberry Wheat	/m/04dqsns			5.0					Iceni		United Kingdom	/m/04dr19m
de Smedt Postel Dobbel	/m/04dqrmj			7.0					de Smedt		Belgium	/m/04dr1fc
De Cam Oude Geuze	/m/04dq9pc			6.5					De Cam		Belgium	/m/04dr65l
Brasserie De Clerck La  Belle Siska	/m/04dqkgg			7.0					Brasserie De Clerck		France	/m/04dq_gh
Nethergate Augustinian	/m/04dqq4h			4.8					Nethergate brewery		United Kingdom	/m/04dr2h_
Deschutes Brewery Mirror Pond Pale Ale	/m/04dqn3j			5.5					Deschutes Brewery		United States of America	/m/04dqxyr
Gentlemens Brewing Company Pale Ale	/m/04dqjs7			4.8					Gentlemens Brewing Company		Australia	/m/04dr3qx
Kent Brewery Surin Blond	/m/04dqc_z			5.0					Kent Brewery		United Kingdom	/m/04dqxpr
Shaftebury Cream Ale	/m/04dqsm7			4.8					Shaftebury Brewing Company		Canada	/m/04dr5ql
Archers Best	/m/04dqtgc			4.0					Archers		United Kingdom	/m/04dr4yy
Schneider & Sohn Aventinus	/m/04dqcj6			8.0					G. Schneider & Sohn		Germany	/m/04dr3k0
De Graal Blond	/m/04dqn9f			6.5					De Graal		Belgium	/m/04dq_xw
Badger Brewery Original Ale	/m/04dqjts			3.8					Badger Brewery		United Kingdom	/m/04dr1r3
Pitfield Organic Eco Warrior	/m/04dqld6			4.5					Pitfield		United Kingdom	/m/04dr3cx
Van Honsebrouck Kriek Vieux Bruges	/m/04dqnq_			4.5					Van Honsebrouck		Belgium	/m/04dq_7r
Robert Cain 2000 Ale	/m/04dqckr			5.0					Robert Cain		United Kingdom	/m/04dr1b7
Almaza Pilsener	/m/04dqgbb	Pilsener	1933	4.0					Almaza		Lebanon	/m/04dqzp7
Molson Dry	/m/04d2v51											
Huyghe Delirium Tremens	/m/04dqvfw			9.0					Huyghe Brewery		Belgium	/m/04dqy3m
